fecha,Energia
2008-07-08,446256
2008-07-09,429884
2008-07-10,413000
2008-07-11,426013
2008-07-12,421246
2008-07-13,391871
2008-07-14,402952
2008-07-15,415862
2008-07-16,439916
2008-07-17,458897
2008-07-18,459600
2008-07-19,429419
2008-07-20,418698
2008-07-21,456438
2008-07-22,460622
2008-07-23,428521
2008-07-24,409329
2008-07-25,413773
2008-07-26,408414
2008-07-27,392920
2008-07-28,416914
2008-07-29,445912
2008-07-30,468467
2008-07-31,460773
2008-08-01,458758
2008-08-02,425842
2008-08-03,382969
2008-08-04,422598
2008-08-05,442125
2008-08-06,452072
2008-08-07,438273
2008-08-08,406839
2008-08-09,365506
2008-08-10,345144
2008-08-11,373633
2008-08-12,390855
2008-08-13,400478
2008-08-14,403734
2008-08-15,398981
2008-08-16,365603
2008-08-17,352907
2008-08-18,403389
2008-08-19,428172
2008-08-20,422168
2008-08-21,430007
2008-08-22,445774
2008-08-23,410725
2008-08-24,400602
2008-08-25,419031
2008-08-26,406562
2008-08-27,400034
2008-08-28,388795
2008-08-29,407492
2008-08-30,387958
2008-08-31,368442
2008-09-01,366080
2008-09-02,426260
2008-09-03,452626
2008-09-04,450327
2008-09-05,430660
2008-09-06,378983
2008-09-07,347372
2008-09-08,386935
2008-09-09,395984
2008-09-10,373675
2008-09-11,378707
2008-09-12,405221
2008-09-13,395112
2008-09-14,399810
2008-09-15,355166
2008-09-16,356558
2008-09-17,363493
2008-09-18,374736
2008-09-19,371426
2008-09-20,347555
2008-09-21,334160
2008-09-22,374577
2008-09-23,382917
2008-09-24,378534
2008-09-25,377957
2008-09-26,367214
2008-09-27,336628
2008-09-28,324635
2008-09-29,360524
2008-09-30,366084
2008-10-01,350357
2008-10-02,355203
2008-10-03,358183
2008-10-04,325653
2008-10-05,312681
2008-10-06,348744
2008-10-07,359661
2008-10-08,362163
2008-10-09,360664
2008-10-10,356584
2008-10-11,329884
2008-10-12,314655
2008-10-13,352184
2008-10-14,366727
2008-10-15,367916
2008-10-16,363156
2008-10-17,350664
2008-10-18,329093
2008-10-19,327488
2008-10-20,378513
2008-10-21,372669
2008-10-22,385730
2008-10-23,390590
2008-10-24,376355
2008-10-25,344887
2008-10-26,330557
2008-10-27,374482
2008-10-28,415404
2008-10-29,414096
2008-10-30,412461
2008-10-31,392168
2008-11-01,344182
2008-11-02,309920
2008-11-03,353877
2008-11-04,364405
2008-11-05,365600
2008-11-06,362238
2008-11-07,358905
2008-11-08,339069
2008-11-09,350430
2008-11-10,391828
2008-11-11,420198
2008-11-12,395266
2008-11-13,381367
2008-11-14,368081
2008-11-15,346846
2008-11-16,370143
2008-11-17,419397
2008-11-18,445083
2008-11-19,464876
2008-11-20,436197
2008-11-21,447821
2008-11-22,447386
2008-11-23,414093
2008-11-24,432573
2008-11-25,430173
2008-11-26,427038
2008-11-27,385492
2008-11-28,354053
2008-11-29,374421
2008-11-30,379617
2008-12-01,419374
2008-12-02,455512
2008-12-03,459659
2008-12-04,433996
2008-12-05,460239
2008-12-06,469484
2008-12-07,436230
2008-12-08,470621
2008-12-09,441133
2008-12-10,408659
2008-12-11,434343
2008-12-12,446553
2008-12-13,444594
2008-12-14,401263
2008-12-15,394447
2008-12-16,447065
2008-12-17,438277
2008-12-18,433086
2008-12-19,414100
2008-12-20,389608
2008-12-21,398182
2008-12-22,505018
2008-12-23,487572
2008-12-24,395880
2008-12-25,350171
2008-12-26,383827
2008-12-27,338078
2008-12-28,314739
2008-12-29,377026
2008-12-30,386272
2008-12-31,396919
2009-01-01,410908
2009-01-02,390419
2009-01-03,388214
2009-01-04,362667
2009-01-05,389298
2009-01-06,424116
2009-01-07,426180
2009-01-08,455160
2009-01-09,456062
2009-01-10,416953
2009-01-11,394033
2009-01-12,440887
2009-01-13,455967
2009-01-14,486786
2009-01-15,496583
2009-01-16,549004
2009-01-17,527571
2009-01-18,430995
2009-01-19,458243
2009-01-20,500762
2009-01-21,514101
2009-01-22,478734
2009-01-23,434910
2009-01-24,403248
2009-01-25,444452
2009-01-26,464579
2009-01-27,470527
2009-01-28,447043
2009-01-29,450032
2009-01-30,454994
2009-01-31,452164
2009-02-01,396272
2009-02-02,412168
2009-02-03,456743
2009-02-04,497441
2009-02-05,513837
2009-02-06,472286
2009-02-07,387812
2009-02-08,338482
2009-02-09,394388
2009-02-10,386987
2009-02-11,368094
2009-02-12,368201
2009-02-13,388452
2009-02-14,371635
2009-02-15,363150
2009-02-16,409094
2009-02-17,438078
2009-02-18,405842
2009-02-19,420644
2009-02-20,456480
2009-02-21,419755
2009-02-22,400415
2009-02-23,456593
2009-02-24,459620
2009-02-25,421944
2009-02-26,378771
2009-02-27,362223
2009-02-28,377006
2009-03-01,394047
2009-03-02,454425
2009-03-03,478703
2009-03-04,447148
2009-03-05,408328
2009-03-06,357135
2009-03-07,313761
2009-03-08,289484
2009-03-09,340353
2009-03-10,359860
2009-03-11,352692
2009-03-12,397291
2009-03-13,405728
2009-03-14,370626
2009-03-15,338603
2009-03-16,352229
2009-03-17,358934
2009-03-18,344825
2009-03-19,343378
2009-03-20,370086
2009-03-21,350500
2009-03-22,323348
2009-03-23,344644
2009-03-24,357994
2009-03-25,352172
2009-03-26,355375
2009-03-27,346215
2009-03-28,312881
2009-03-29,304910
2009-03-30,361837
2009-03-31,360480
2009-04-01,341200
2009-04-02,342352
2009-04-03,337739
2009-04-04,327497
2009-04-05,305360
2009-04-06,343098
2009-04-07,401079
2009-04-08,389577
2009-04-09,359603
2009-04-10,320988
2009-04-11,303643
2009-04-12,301651
2009-04-13,334070
2009-04-14,355473
2009-04-15,358328
2009-04-16,351200
2009-04-17,333083
2009-04-18,295638
2009-04-19,279247
2009-04-20,327292
2009-04-21,348583
2009-04-22,356971
2009-04-23,348248
2009-04-24,327819
2009-04-25,305032
2009-04-26,303607
2009-04-27,346242
2009-04-28,350915
2009-04-29,334701
2009-04-30,333481
2009-05-01,328142
2009-05-02,294393
2009-05-03,278297
2009-05-04,314069
2009-05-05,324249
2009-05-06,325319
2009-05-07,325591
2009-05-08,321283
2009-05-09,296137
2009-05-10,274300
2009-05-11,309070
2009-05-12,325028
2009-05-13,327194
2009-05-14,332872
2009-05-15,330510
2009-05-16,312822
2009-05-17,282182
2009-05-18,316633
2009-05-19,330912
2009-05-20,330378
2009-05-21,341671
2009-05-22,349939
2009-05-23,318939
2009-05-24,313290
2009-05-25,300005
2009-05-26,340236
2009-05-27,364074
2009-05-28,364057
2009-05-29,342438
2009-05-30,304651
2009-05-31,291155
2009-06-01,324689
2009-06-02,361362
2009-06-03,352417
2009-06-04,330283
2009-06-05,321365
2009-06-06,300110
2009-06-07,301702
2009-06-08,359036
2009-06-09,382089
2009-06-10,367075
2009-06-11,353252
2009-06-12,345868
2009-06-13,320419
2009-06-14,309924
2009-06-15,352007
2009-06-16,364885
2009-06-17,365819
2009-06-18,369969
2009-06-19,381842
2009-06-20,380587
2009-06-21,357705
2009-06-22,386091
2009-06-23,404442
2009-06-24,411298
2009-06-25,423794
2009-06-26,412724
2009-06-27,374254
2009-06-28,347928
2009-06-29,359055
2009-06-30,348292
2009-07-01,334494
2009-07-02,316409
2009-07-03,293561
2009-07-04,288948
2009-07-05,285055
2009-07-06,339404
2009-07-07,366342
2009-07-08,363808
2009-07-09,367094
2009-07-10,372649
2009-07-11,360621
2009-07-12,335534
2009-07-13,368684
2009-07-14,369126
2009-07-15,372243
2009-07-16,403372
2009-07-17,386556
2009-07-18,320756
2009-07-19,296163
2009-07-20,337586
2009-07-21,362332
2009-07-22,369590
2009-07-23,366420
2009-07-24,369352
2009-07-25,339189
2009-07-26,321049
2009-07-27,373235
2009-07-28,399726
2009-07-29,391193
2009-07-30,374674
2009-07-31,381376
2009-08-01,348918
2009-08-02,335786
2009-08-03,359515
2009-08-04,382694
2009-08-05,369670
2009-08-06,370901
2009-08-07,367601
2009-08-08,346828
2009-08-09,381085
2009-08-10,436386
2009-08-11,424277
2009-08-12,401247
2009-08-13,395683
2009-08-14,403356
2009-08-15,387382
2009-08-16,387235
2009-08-17,427420
2009-08-18,418813
2009-08-19,416476
2009-08-20,417052
2009-08-21,406306
2009-08-22,349509
2009-08-23,306791
2009-08-24,348608
2009-08-25,379032
2009-08-26,399445
2009-08-27,402391
2009-08-28,387344
2009-08-29,348002
2009-08-30,311905
2009-08-31,333258
2009-09-01,342187
2009-09-02,347505
2009-09-03,353670
2009-09-04,355981
2009-09-05,324984
2009-09-06,309240
2009-09-07,312742
2009-09-08,352408
2009-09-09,366619
2009-09-10,363748
2009-09-11,356874
2009-09-12,324051
2009-09-13,302212
2009-09-14,349878
2009-09-15,372610
2009-09-16,366438
2009-09-17,349685
2009-09-18,350007
2009-09-19,321353
2009-09-20,300869
2009-09-21,350958
2009-09-22,372744
2009-09-23,384513
2009-09-24,375484
2009-09-25,352990
2009-09-26,315124
2009-09-27,295403
2009-09-28,322256
2009-09-29,330623
2009-09-30,335293
2009-10-01,335959
2009-10-02,331196
2009-10-03,301678
2009-10-04,288401
2009-10-05,321103
2009-10-06,333919
2009-10-07,330147
2009-10-08,336848
2009-10-09,338597
2009-10-10,312323
2009-10-11,298284
2009-10-12,331957
2009-10-13,337615
2009-10-14,351089
2009-10-15,360444
2009-10-16,355038
2009-10-17,339404
2009-10-18,329861
2009-10-19,363364
2009-10-20,357112
2009-10-21,346284
2009-10-22,339055
2009-10-23,333770
2009-10-24,311953
2009-10-25,312920
2009-10-26,342633
2009-10-27,348697
2009-10-28,346393
2009-10-29,340586
2009-10-30,333190
2009-10-31,307295
2009-11-01,291235
2009-11-02,348872
2009-11-03,356699
2009-11-04,375344
2009-11-05,366434
2009-11-06,368954
2009-11-07,340087
2009-11-08,305372
2009-11-09,335838
2009-11-10,349395
2009-11-11,353445
2009-11-12,368962
2009-11-13,363140
2009-11-14,324124
2009-11-15,303799
2009-11-16,341133
2009-11-17,354045
2009-11-18,354443
2009-11-19,356615
2009-11-20,360379
2009-11-21,343341
2009-11-22,335444
2009-11-23,358510
2009-11-24,356793
2009-11-25,349689
2009-11-26,324473
2009-11-27,332435
2009-11-28,347880
2009-11-29,328527
2009-11-30,355363
2009-12-01,396569
2009-12-02,397210
2009-12-03,379977
2009-12-04,395609
2009-12-05,397751
2009-12-06,402200
2009-12-07,428296
2009-12-08,426608
2009-12-09,406785
2009-12-10,442301
2009-12-11,472129
2009-12-12,437769
2009-12-13,386431
2009-12-14,385093
2009-12-15,390224
2009-12-16,432009
2009-12-17,444921
2009-12-18,431608
2009-12-19,393374
2009-12-20,378250
2009-12-21,408919
2009-12-22,415217
2009-12-23,416183
2009-12-24,387328
2009-12-25,348642
2009-12-26,345314
2009-12-27,372033
2009-12-28,419931
2009-12-29,433997
2009-12-30,438345
2009-12-31,400288
2010-01-01,382858
2010-01-02,436784
2010-01-03,461205
2010-01-04,487484
2010-01-05,490803
2010-01-06,483639
2010-01-07,481496
2010-01-08,487846
2010-01-09,466955
2010-01-10,450382
2010-01-11,491583
2010-01-12,465925
2010-01-13,467924
2010-01-14,450029
2010-01-15,422421
2010-01-16,386628
2010-01-17,365153
2010-01-18,392445
2010-01-19,410130
2010-01-20,407282
2010-01-21,421316
2010-01-22,412524
2010-01-23,370846
2010-01-24,357523
2010-01-25,376074
2010-01-26,438728
2010-01-27,449473
2010-01-28,433127
2010-01-29,463962
2010-01-30,455578
2010-01-31,435790
2010-02-01,446472
2010-02-02,435422
2010-02-03,423300
2010-02-04,429404
2010-02-05,432207
2010-02-06,409928
2010-02-07,411253
2010-02-08,446261
2010-02-09,450998
2010-02-10,474285
2010-02-11,464277
2010-02-12,454928
2010-02-13,428429
2010-02-14,411548
2010-02-15,441687
2010-02-16,469969
2010-02-17,457033
2010-02-18,445183
2010-02-19,426322
2010-02-20,403388
2010-02-21,368136
2010-02-22,396586
2010-02-23,407221
2010-02-24,419002
2010-02-25,449315
2010-02-26,460636
2010-02-27,420004
2010-02-28,394538
2010-03-01,407463
2010-03-02,426566
2010-03-03,432524
2010-03-04,419748
2010-03-05,420717
2010-03-06,389835
2010-03-07,363678
2010-03-08,373617
2010-03-09,375180
2010-03-10,356129
2010-03-11,356309
2010-03-12,346257
2010-03-13,332351
2010-03-14,321505
2010-03-15,369450
2010-03-16,375973
2010-03-17,363804
2010-03-18,353048
2010-03-19,350390
2010-03-20,322171
2010-03-21,304472
2010-03-22,343673
2010-03-23,381831
2010-03-24,368628
2010-03-25,353584
2010-03-26,375302
2010-03-27,364207
2010-03-28,329567
2010-03-29,355687
2010-03-30,365798
2010-03-31,357110
2010-04-01,336888
2010-04-02,315910
2010-04-03,291292
2010-04-04,279656
2010-04-05,314210
2010-04-06,343182
2010-04-07,345924
2010-04-08,339789
2010-04-09,341470
2010-04-10,324456
2010-04-11,296152
2010-04-12,326753
2010-04-13,335214
2010-04-14,334819
2010-04-15,337929
2010-04-16,335215
2010-04-17,302050
2010-04-18,299230
2010-04-19,328158
2010-04-20,330297
2010-04-21,326683
2010-04-22,330975
2010-04-23,327429
2010-04-24,306078
2010-04-25,291871
2010-04-26,327159
2010-04-27,342985
2010-04-28,352275
2010-04-29,346219
2010-04-30,335937
2010-05-01,315401
2010-05-02,305541
2010-05-03,342320
2010-05-04,344861
2010-05-05,345872
2010-05-06,348297
2010-05-07,342298
2010-05-08,319648
2010-05-09,292006
2010-05-10,330581
2010-05-11,343584
2010-05-12,340270
2010-05-13,346130
2010-05-14,357290
2010-05-15,320371
2010-05-16,299495
2010-05-17,327604
2010-05-18,337003
2010-05-19,333138
2010-05-20,337988
2010-05-21,341537
2010-05-22,318283
2010-05-23,309209
2010-05-24,368987
2010-05-25,386576
2010-05-26,396220
2010-05-27,409230
2010-05-28,399070
2010-05-29,358441
2010-05-30,349067
2010-05-31,356599
2010-06-01,376530
2010-06-02,397306
2010-06-03,394991
2010-06-04,401618
2010-06-05,374946
2010-06-06,350509
2010-06-07,344443
2010-06-08,349535
2010-06-09,355756
2010-06-10,378752
2010-06-11,387008
2010-06-12,377822
2010-06-13,361305
2010-06-14,401251
2010-06-15,421091
2010-06-16,424611
2010-06-17,402945
2010-06-18,403316
2010-06-19,390044
2010-06-20,377341
2010-06-21,410623
2010-06-22,426108
2010-06-23,444490
2010-06-24,437328
2010-06-25,417810
2010-06-26,400508
2010-06-27,407795
2010-06-28,422200
2010-06-29,403597
2010-06-30,372952
2010-07-01,358945
2010-07-02,352203
2010-07-03,335038
2010-07-04,353480
2010-07-05,397880
2010-07-06,440922
2010-07-07,453097
2010-07-08,459021
2010-07-09,433582
2010-07-10,383467
2010-07-11,375762
2010-07-12,408705
2010-07-13,412304
2010-07-14,416911
2010-07-15,446419
2010-07-16,447899
2010-07-17,413288
2010-07-18,396422
2010-07-19,425190
2010-07-20,439745
2010-07-21,435476
2010-07-22,448651
2010-07-23,475807
2010-07-24,459556
2010-07-25,421566
2010-07-26,421421
2010-07-27,427263
2010-07-28,448064
2010-07-29,448761
2010-07-30,406799
2010-07-31,367500
2010-08-01,349541
2010-08-02,413461
2010-08-03,437178
2010-08-04,452053
2010-08-05,435699
2010-08-06,417571
2010-08-07,370691
2010-08-08,361115
2010-08-09,423256
2010-08-10,464233
2010-08-11,470332
2010-08-12,459293
2010-08-13,463730
2010-08-14,432188
2010-08-15,398995
2010-08-16,432398
2010-08-17,415751
2010-08-18,406958
2010-08-19,414408
2010-08-20,432603
2010-08-21,398289
2010-08-22,368086
2010-08-23,394121
2010-08-24,386773
2010-08-25,388773
2010-08-26,383899
2010-08-27,371020
2010-08-28,355498
2010-08-29,365659
2010-08-30,431165
2010-08-31,447776
2010-09-01,441189
2010-09-02,437910
2010-09-03,414315
2010-09-04,322071
2010-09-05,287648
2010-09-06,299475
2010-09-07,371053
2010-09-08,381320
2010-09-09,352422
2010-09-10,346631
2010-09-11,320587
2010-09-12,311359
2010-09-13,350196
2010-09-14,367565
2010-09-15,360474
2010-09-16,368517
2010-09-17,352583
2010-09-18,322636
2010-09-19,317752
2010-09-20,356060
2010-09-21,375035
2010-09-22,398399
2010-09-23,398718
2010-09-24,416729
2010-09-25,347943
2010-09-26,296238
2010-09-27,324752
2010-09-28,337470
2010-09-29,336723
2010-09-30,337935
2010-10-01,331711
2010-10-02,306443
2010-10-03,293060
2010-10-04,329982
2010-10-05,340303
2010-10-06,343660
2010-10-07,337362
2010-10-08,334531
2010-10-09,311591
2010-10-10,298154
2010-10-11,337142
2010-10-12,344711
2010-10-13,340280
2010-10-14,336596
2010-10-15,338223
2010-10-16,318483
2010-10-17,299858
2010-10-18,329273
2010-10-19,342396
2010-10-20,344145
2010-10-21,345882
2010-10-22,350030
2010-10-23,325115
2010-10-24,293444
2010-10-25,327465
2010-10-26,342030
2010-10-27,341914
2010-10-28,344055
2010-10-29,347636
2010-10-30,338442
2010-10-31,308447
2010-11-01,347829
2010-11-02,369375
2010-11-03,371775
2010-11-04,364748
2010-11-05,375847
2010-11-06,365217
2010-11-07,344009
2010-11-08,372784
2010-11-09,364345
2010-11-10,358556
2010-11-11,361819
2010-11-12,361551
2010-11-13,338094
2010-11-14,319578
2010-11-15,364524
2010-11-16,376642
2010-11-17,368822
2010-11-18,391286
2010-11-19,386986
2010-11-20,362120
2010-11-21,335037
2010-11-22,345744
2010-11-23,348649
2010-11-24,388681
2010-11-25,346574
2010-11-26,325146
2010-11-27,368995
2010-11-28,368263
2010-11-29,400189
2010-11-30,379678
2010-12-01,405357
2010-12-02,442365
2010-12-03,425023
2010-12-04,416166
2010-12-05,407778
2010-12-06,458042
2010-12-07,487278
2010-12-08,476959
2010-12-09,475242
2010-12-10,423967
2010-12-11,408978
2010-12-12,391000
2010-12-13,479670
2010-12-14,518160
2010-12-15,506497
2010-12-16,491327
2010-12-17,458807
2010-12-18,445746
2010-12-19,436500
2010-12-20,462877
2010-12-21,458136
2010-12-22,437863
2010-12-23,438404
2010-12-24,406121
2010-12-25,382995
2010-12-26,404915
2010-12-27,451761
2010-12-28,460928
2010-12-29,438042
2010-12-30,409570
2010-12-31,366894
2011-01-01,332309
2011-01-02,358686
2011-01-03,435217
2011-01-04,439970
2011-01-05,440980
2011-01-06,441745
2011-01-07,450839
2011-01-08,448174
2011-01-09,460914
2011-01-10,475091
2011-01-11,470081
2011-01-12,479737
2011-01-13,482335
2011-01-14,473384
2011-01-15,431780
2011-01-16,402089
2011-01-17,438382
2011-01-18,432297
2011-01-19,418641
2011-01-20,438902
2011-01-21,464124
2011-01-22,476178
2011-01-23,440277
2011-01-24,476264
2011-01-25,438908
2011-01-26,441216
2011-01-27,449822
2011-01-28,442881
2011-01-29,418128
2011-01-30,377325
2011-01-31,425915
2011-02-01,438876
2011-02-02,404260
2011-02-03,455614
2011-02-04,454568
2011-02-05,409602
2011-02-06,390781
2011-02-07,410927
2011-02-08,442202
2011-02-09,484583
2011-02-10,477604
2011-02-11,472519
2011-02-12,425421
2011-02-13,383266
2011-02-14,390142
2011-02-15,415225
2011-02-16,407730
2011-02-17,380653
2011-02-18,357340
2011-02-19,357507
2011-02-20,375150
2011-02-21,388614
2011-02-22,417328
2011-02-23,428120
2011-02-24,420449
2011-02-25,409063
2011-02-26,391612
2011-02-27,348278
2011-02-28,362919
2011-03-01,400868
2011-03-02,396460
2011-03-03,405296
2011-03-04,396635
2011-03-05,357241
2011-03-06,363029
2011-03-07,409298
2011-03-08,407971
2011-03-09,401564
2011-03-10,394581
2011-03-11,420793
2011-03-12,379323
2011-03-13,323578
2011-03-14,379451
2011-03-15,397761
2011-03-16,383053
2011-03-17,377256
2011-03-18,343793
2011-03-19,323460
2011-03-20,325694
2011-03-21,344305
2011-03-22,347776
2011-03-23,356481
2011-03-24,372236
2011-03-25,400416
2011-03-26,375305
2011-03-27,369017
2011-03-28,399813
2011-03-29,402766
2011-03-30,394313
2011-03-31,405677
2011-04-01,390940
2011-04-02,358282
2011-04-03,342123
2011-04-04,343065
2011-04-05,362966
2011-04-06,380682
2011-04-07,355573
2011-04-08,348431
2011-04-09,319345
2011-04-10,299650
2011-04-11,331322
2011-04-12,343694
2011-04-13,353377
2011-04-14,345893
2011-04-15,338640
2011-04-16,317291
2011-04-17,315272
2011-04-18,335569
2011-04-19,352009
2011-04-20,347619
2011-04-21,346510
2011-04-22,334323
2011-04-23,312478
2011-04-24,292231
2011-04-25,331492
2011-04-26,351399
2011-04-27,346086
2011-04-28,343632
2011-04-29,338976
2011-04-30,314742
2011-05-01,294597
2011-05-02,331355
2011-05-03,352019
2011-05-04,355275
2011-05-05,356295
2011-05-06,341453
2011-05-07,313548
2011-05-08,294559
2011-05-09,326085
2011-05-10,339434
2011-05-11,350685
2011-05-12,378328
2011-05-13,377585
2011-05-14,333325
2011-05-15,303346
2011-05-16,334146
2011-05-17,353926
2011-05-18,348452
2011-05-19,344940
2011-05-20,341248
2011-05-21,325511
2011-05-22,329166
2011-05-23,363349
2011-05-24,368072
2011-05-25,374370
2011-05-26,378889
2011-05-27,352261
2011-05-28,320989
2011-05-29,335770
2011-05-30,365727
2011-05-31,433698
2011-06-01,439706
2011-06-02,394705
2011-06-03,369437
2011-06-04,362137
2011-06-05,372022
2011-06-06,403089
2011-06-07,426868
2011-06-08,435116
2011-06-09,453352
2011-06-10,413604
2011-06-11,377395
2011-06-12,349211
2011-06-13,352909
2011-06-14,356744
2011-06-15,349656
2011-06-16,360842
2011-06-17,376925
2011-06-18,368360
2011-06-19,342574
2011-06-20,371215
2011-06-21,405345
2011-06-22,407386
2011-06-23,396004
2011-06-24,371398
2011-06-25,337810
2011-06-26,324294
2011-06-27,369216
2011-06-28,409471
2011-06-29,389292
2011-06-30,391984
2011-07-01,399298
2011-07-02,376048
2011-07-03,376401
2011-07-04,368213
2011-07-05,384480
2011-07-06,420443
2011-07-07,427681
2011-07-08,411855
2011-07-09,379606
2011-07-10,387617
2011-07-11,438637
2011-07-12,437226
2011-07-13,436008
2011-07-14,403642
2011-07-15,396983
2011-07-16,382297
2011-07-17,378681
2011-07-18,443705
2011-07-19,462681
2011-07-20,473173
2011-07-21,492694
2011-07-22,504417
2011-07-23,436825
2011-07-24,417643
2011-07-25,439103
2011-07-26,451431
2011-07-27,446647
2011-07-28,465999
2011-07-29,476549
2011-07-30,434034
2011-07-31,408270
2011-08-01,443872
2011-08-02,457846
2011-08-03,444901
2011-08-04,433865
2011-08-05,442436
2011-08-06,424022
2011-08-07,407276
2011-08-08,427911
2011-08-09,434344
2011-08-10,413957
2011-08-11,392252
2011-08-12,386866
2011-08-13,373640
2011-08-14,354348
2011-08-15,369779
2011-08-16,388072
2011-08-17,393572
2011-08-18,410948
2011-08-19,417295
2011-08-20,390620
2011-08-21,373721
2011-08-22,386369
2011-08-23,381162
2011-08-24,400597
2011-08-25,431574
2011-08-26,402310
2011-08-27,367929
2011-08-28,341898
2011-08-29,362950
2011-08-30,372601
2011-08-31,384058
2011-09-01,420065
2011-09-02,448742
2011-09-03,422390
2011-09-04,374118
2011-09-05,321114
2011-09-06,332982
2011-09-07,343473
2011-09-08,348791
2011-09-09,353099
2011-09-10,332373
2011-09-11,320512
2011-09-12,358410
2011-09-13,383103
2011-09-14,372175
2011-09-15,349674
2011-09-16,331465
2011-09-17,306649
2011-09-18,294691
2011-09-19,334487
2011-09-20,350356
2011-09-21,356223
2011-09-22,359019
2011-09-23,348551
2011-09-24,315213
2011-09-25,302913
2011-09-26,346507
2011-09-27,349269
2011-09-28,345661
2011-09-29,344627
2011-09-30,338751
2011-10-01,321241
2011-10-02,312551
2011-10-03,342547
2011-10-04,346872
2011-10-05,341093
2011-10-06,341953
2011-10-07,345081
2011-10-08,318433
2011-10-09,301806
2011-10-10,335815
2011-10-11,345379
2011-10-12,344368
2011-10-13,343556
2011-10-14,338509
2011-10-15,314933
2011-10-16,301151
2011-10-17,328280
2011-10-18,340435
2011-10-19,347912
2011-10-20,366569
2011-10-21,365957
2011-10-22,337747
2011-10-23,318900
2011-10-24,341536
2011-10-25,351879
2011-10-26,345416
2011-10-27,346204
2011-10-28,368226
2011-10-29,354952
2011-10-30,343036
2011-10-31,366213
2011-11-01,375315
2011-11-02,364824
2011-11-03,357132
2011-11-04,351257
2011-11-05,348433
2011-11-06,321504
2011-11-07,356151
2011-11-08,359111
2011-11-09,357657
2011-11-10,363621
2011-11-11,387846
2011-11-12,362582
2011-11-13,325360
2011-11-14,339612
2011-11-15,347662
2011-11-16,352083
2011-11-17,380974
2011-11-18,403792
2011-11-19,372381
2011-11-20,320684
2011-11-21,346760
2011-11-22,362756
2011-11-23,359390
2011-11-24,340709
2011-11-25,324428
2011-11-26,322169
2011-11-27,315040
2011-11-28,352038
2011-11-29,378876
2011-11-30,406695
2011-12-01,415349
2011-12-02,411709
2011-12-03,385431
2011-12-04,357495
2011-12-05,371772
2011-12-06,383060
2011-12-07,392107
2011-12-08,423106
2011-12-09,425386
2011-12-10,402704
2011-12-11,407391
2011-12-12,428363
2011-12-13,414365
2011-12-14,389952
2011-12-15,381161
2011-12-16,388376
2011-12-17,393794
2011-12-18,383576
2011-12-19,413520
2011-12-20,395337
2011-12-21,377912
2011-12-22,372993
2011-12-23,368545
2011-12-24,353962
2011-12-25,344669
2011-12-26,336780
2011-12-27,377706
2011-12-28,394215
2011-12-29,405704
2011-12-30,373753
2011-12-31,338502
2012-01-01,343039
2012-01-02,387344
2012-01-03,463412
2012-01-04,473682
2012-01-05,424423
2012-01-06,400225
2012-01-07,358188
2012-01-08,362309
2012-01-09,399539
2012-01-10,406400
2012-01-11,408930
2012-01-12,394484
2012-01-13,461320
2012-01-14,443495
2012-01-15,415953
2012-01-16,442198
2012-01-17,395012
2012-01-18,415820
2012-01-19,454169
2012-01-20,445465
2012-01-21,412850
2012-01-22,397056
2012-01-23,392410
2012-01-24,393912
2012-01-25,408282
2012-01-26,400087
2012-01-27,382895
2012-01-28,385834
2012-01-29,386221
2012-01-30,412897
2012-01-31,387643
2012-02-01,364387
2012-02-02,368293
2012-02-03,391318
2012-02-04,370666
2012-02-05,353222
2012-02-06,395939
2012-02-07,404973
2012-02-08,416322
2012-02-09,426501
2012-02-10,432221
2012-02-11,423552
2012-02-12,443875
2012-02-13,442821
2012-02-14,423606
2012-02-15,399456
2012-02-16,385285
2012-02-17,380681
2012-02-18,365181
2012-02-19,363486
2012-02-20,401798
2012-02-21,412013
2012-02-22,383706
2012-02-23,373716
2012-02-24,369281
2012-02-25,390651
2012-02-26,380700
2012-02-27,384917
2012-02-28,385963
2012-02-29,365625
2012-03-01,353815
2012-03-02,377463
2012-03-03,347929
2012-03-04,359747
2012-03-05,412386
2012-03-06,417058
2012-03-07,372424
2012-03-08,353049
2012-03-09,368766
2012-03-10,364834
2012-03-11,321755
2012-03-12,342574
2012-03-13,338874
2012-03-14,335510
2012-03-15,338133
2012-03-16,337322
2012-03-17,306259
2012-03-18,289850
2012-03-19,327424
2012-03-20,342104
2012-03-21,347586
2012-03-22,354065
2012-03-23,346868
2012-03-24,306712
2012-03-25,287181
2012-03-26,323308
2012-03-27,352933
2012-03-28,341173
2012-03-29,331633
2012-03-30,336487
2012-03-31,302435
2012-04-01,293081
2012-04-02,322836
2012-04-03,337176
2012-04-04,331992
2012-04-05,332438
2012-04-06,326473
2012-04-07,308627
2012-04-08,289087
2012-04-09,321064
2012-04-10,345182
2012-04-11,365324
2012-04-12,370632
2012-04-13,349991
2012-04-14,319002
2012-04-15,300507
2012-04-16,338360
2012-04-17,339649
2012-04-18,335200
2012-04-19,334968
2012-04-20,335756
2012-04-21,311639
2012-04-22,309654
2012-04-23,357537
2012-04-24,358645
2012-04-25,344830
2012-04-26,337256
2012-04-27,334746
2012-04-28,322638
2012-04-29,304857
2012-04-30,331758
2012-05-01,350114
2012-05-02,362726
2012-05-03,390061
2012-05-04,384213
2012-05-05,333148
2012-05-06,307675
