"results_ciclo_ts"
-110435.132475288
-56639.3232850059
-129951.217721075
-69531.8597497185
-42941.0926545245
-43831.6980439196
-42052.5923663487
-17929.1869263908
-58558.3937733888
-129349.425569555
-68913.4546667157
-40240.4221076236
-44314.1754630629
-40161.6645397161
-14862.3009607742
-43660.9639956465
-108146.800746344
-44355.8859162092
-31440.0318692241
-42286.9278796167
-42386.3375910916
-18272.4606684886
-52524.9409954653
-124314.669499728
-65357.4468025099
-39610.7963688329
-43899.1070242956
-43175.8338217262
-21384.8632030178
-58723.5247710201
-140776.397713634
-69833.9770370224
-41908.4902449068
-41501.0432905867
-29745.8247469552
-5098.47410310907
-33936.0964675278
-114161.071687205
-55916.7230094418
-2596.13589589055
-3078.30579129932
-14390.3437714242
9340.15403841955
-25122.9089925116
-80175.9394936482
-24788.3227452506
-10980.2410979803
-22569.8209654305
-25564.3373213892
-8266.58160458449
-50748.8753129108
-116932.87730626
-55970.2499621475
-33520.4748186709
-34881.99653947
-64966.4241643091
-23667.8955823512
-37627.0875464841
-91203.0192858711
-15516.7149002344
719.984789435863
-7805.71794152137
17519.2247602879
34265.3454949758
5026.65510737947
-74752.1575807024
-27081.3850237431
-19023.1099000448
-22343.3426604849
6677.7832885088
14101.6527648554
-5964.8360262799
-57306.0704603777
3173.61817325627
56460.1462533975
58282.5404103623
59376.7420755533
53542.2479959939
29356.1043400142
-28928.893709487
90933.1379055599
72176.3615449188
26197.07797088
6330.52811336266
32788.5305268723
22246.4721970482
-45029.4953725369
26481.8800228655
51579.1369057548
4929.95631443142
-17862.04038671
-18380.6580156995
-62621.1407010051
-104633.979657125
-48575.580750993
-19705.0824829115
-3959.50319600009
-13247.9464475273
25280.0295603699
-7667.60377928372
-74632.1555677835
-21422.8849385333
4002.17935408734
-18261.9095021892
-30747.2225827198
26176.6749120103
26263.7078723668
-30689.5184262471
60637.6129264073
108174.912069929
95049.2355033683
58240.281814358
89130.2240986344
64822.6967810413
32189.9888110519
93427.378079958
57580.3164158113
30155.2863114637
60357.6004116767
109737.037811416
54835.8348360219
-35263.1177649794
17326.0635950772
35104.4442866054
46406.1320583083
24825.0802654523
50067.7277452197
7219.99297281048
-71161.5256048325
-26458.208284484
-7160.22258625412
-8257.66040939886
27541.2670986439
83217.8709541724
15141.9796484846
-63133.8597558526
-19318.0399776128
-9295.70203619412
-9190.87284820397
28591.3390673038
71488.3837789254
33865.2636606293
-52963.2674594305
-22285.3649313811
-2616.90439020982
697.377781179806
28336.6856321194
57937.8005052549
9994.07124668565
-55283.3902936446
-3582.37364457291
46195.615367925
58970.2103249511
52258.9815819872
69481.0693774737
3100.17039059136
-73176.2702719913
-39090.7267966293
15456.5892918601
45122.5819508441
37173.0653771494
47581.3948061712
15993.4510844601
-63495.1689842648
-7642.82163947879
11485.3648842524
9569.34265327865
11434.9386536611
24408.485838054
-18088.1916716979
-87279.5872344969
-27254.1793244346
-4033.24877104578
-11427.0244256831
-832.886202503618
4.26858472684762
-41324.9867118692
-106390.413646868
-51252.7730585953
-26142.6389082075
-38266.54043898
-46288.1616431632
-15608.7039971792
-26572.8948068979
-97137.7892429671
-54552.4312716116
-42603.6641764167
-52413.2695658118
-47566.1638882412
-24269.7584482842
-62776.9652952821
-135092.997091445
-80387.0261886088
-54690.993629516
-43143.7469849551
-36843.2360616085
-21470.8724826665
-58470.5355175391
-126711.372268237
-72703.4574381015
-44166.6033911162
-42700.499401509
-47980.9091129835
-22433.0321903811
-41866.5125173568
-70889.2410216208
-38417.0183244012
-39471.3678907251
-41459.6785461868
-34358.405343619
-15285.4347249091
-54460.096292912
-122140.969235526
-58875.5485589143
-25554.0617667991
-32223.6148124792
-38388.3962688474
-22448.0456250009
-63480.6679894198
-135798.643209097
-71928.2945313346
-37283.7074177826
-27924.8773131917
-33385.9152933164
-18070.4174834719
-56365.4805144029
-135800.51101554
-79360.894267143
-49121.8126198727
-50553.3924873226
-43707.9088432815
-25207.1531264766
-68492.4468348012
-136783.448828151
-77361.8214840397
-53204.0463405631
-54439.5680613622
-46139.9956862009
-26080.4671042436
-76571.6590683759
-145012.590807763
-121774.286422127
-58693.5867324563
-43636.2894634134
-42574.3467616048
-18876.2260269152
-37778.9164145129
-74253.7291025937
1193.04345436419
28563.3185780631
39114.0858176226
42161.2117666166
77007.0812429629
20918.5924518276
-61647.6419822692
7953.0466513638
41742.5747315051
5865.9688884703
-19932.8294463387
-10724.3235258982
-54316.4671818771
-117889.465231378
-52030.433616332
-9900.20997697261
7638.50644898771
11969.9565914702
54110.9590049798
35531.9006751564
-31734.0668944287
36789.3085009744
50106.5653838627
39727.3847925391
46978.3880913973
46410.770462408
-23800.7122228977
-94387.5511790167
-45403.1522728859
-4361.65400480377
-2949.07471789228
-7358.51796941824
11002.458038477
-15930.1753011746
-67755.7270896759
1636.54353957425
